prompt_id,graph_id,condition,mechanism,control,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_token_id,baseline_top1_class,baseline_margin,strict_conflict_to_clean,nonclosure_top1_changed,margin_shift,model,random_seed
g026_direct_conflict,26,direct_conflict,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-2.984375,4882,conflict,-2.984375,False,False,0.0,qwen,2026081323
g026_closure_update,26,closure_update,closure,random_direction_021,4787,4882,2308, No,other,50486,81164,1.87890625,4882,conflict,-3.765625,False,True,5.64453125,qwen,2026081323
g026_closure_override,26,closure_override,closure,random_direction_021,4787,4882,2308, No,other,20008,40685,1.93212890625,4882,conflict,-4.25,False,True,6.18212890625,qwen,2026081323
g026_exception_override,26,exception_override,closure,random_direction_021,4787,4882,1265, should,other,4877,6555,0.66015625,4882,conflict,-4.125,False,True,4.78515625,qwen,2026081323
g030_clean,30,clean,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-1.140625,8697,conflict,-1.140625,False,False,0.0,qwen,2026081323
g030_redundant,30,redundant,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-0.453125,8697,conflict,-0.453125,False,False,0.0,qwen,2026081323
g030_irrelevant,30,irrelevant,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-0.75,8697,conflict,-0.75,False,False,0.0,qwen,2026081323
g030_paraphrase,30,paraphrase,stable,random_direction_021,3731,8697,3731, Red,clean,1,2,1.375,3731,clean,1.375,False,False,0.0,qwen,2026081323
g030_weak_distractor,30,weak_distractor,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-0.03125,8697,conflict,-0.03125,False,False,0.0,qwen,2026081323
g030_competition_balanced,30,competition_balanced,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-2.796875,8697,conflict,-2.796875,False,False,0.0,qwen,2026081323
g030_direct_conflict,30,direct_conflict,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-3.296875,8697,conflict,-3.296875,False,False,0.0,qwen,2026081323
g030_closure_update,30,closure_update,closure,random_direction_021,3731,8697,220, ,other,1463,8458,3.31640625,8697,conflict,-6.5625,False,True,9.87890625,qwen,2026081323
g030_closure_override,30,closure_override,closure,random_direction_021,3731,8697,279, the,other,8756,5919,-0.837890625,8697,conflict,-6.546875,False,True,5.708984375,qwen,2026081323
g030_exception_override,30,exception_override,closure,random_direction_021,3731,8697,576, The,other,16883,7004,-2.0263671875,8697,conflict,-4.484375,False,True,2.4580078125,qwen,2026081323
g031_clean,31,clean,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.84375,25462,conflict,-0.84375,False,False,0.0,qwen,2026081323
g031_redundant,31,redundant,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,0.03125,7840,clean,0.03125,False,False,0.0,qwen,2026081323
g031_irrelevant,31,irrelevant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.6875,25462,conflict,-0.6875,False,False,0.0,qwen,2026081323
g031_paraphrase,31,paraphrase,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,2.140625,7840,clean,2.140625,False,False,0.0,qwen,2026081323
g031_weak_distractor,31,weak_distractor,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.96875,25462,conflict,-0.96875,False,False,0.0,qwen,2026081323
g031_competition_balanced,31,competition_balanced,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-3.09375,25462,conflict,-3.09375,False,False,0.0,qwen,2026081323
g031_direct_conflict,31,direct_conflict,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-5.5,25462,conflict,-5.5,False,False,0.0,qwen,2026081323
g031_closure_update,31,closure_update,closure,random_direction_021,7840,25462,576, The,other,4163,47454,5.765625,25462,conflict,-5.59375,False,True,11.359375,qwen,2026081323
g031_closure_override,31,closure_override,closure,random_direction_021,7840,25462,2308, No,other,17696,53904,3.1806640625,25462,conflict,-4.921875,False,True,8.1025390625,qwen,2026081323
g031_exception_override,31,exception_override,closure,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.453125,25462,conflict,-2.453125,False,False,0.0,qwen,2026081323
g033_clean,33,clean,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.59375,4312,conflict,-0.59375,False,False,0.0,qwen,2026081323
g033_redundant,33,redundant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,0.640625,6326,clean,0.640625,False,False,0.0,qwen,2026081323
g033_irrelevant,33,irrelevant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,0.484375,6326,clean,0.484375,False,False,0.0,qwen,2026081323
g033_paraphrase,33,paraphrase,stable,random_direction_021,6326,4312,6326, East,clean,1,2,2.203125,6326,clean,2.203125,False,False,0.0,qwen,2026081323
g033_weak_distractor,33,weak_distractor,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.109375,4312,conflict,-0.109375,False,False,0.0,qwen,2026081323
g033_competition_balanced,33,competition_balanced,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-1.296875,4312,conflict,-1.296875,False,False,0.0,qwen,2026081323
g033_direct_conflict,33,direct_conflict,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-3.28125,4312,conflict,-3.28125,False,False,0.0,qwen,2026081323
g033_closure_update,33,closure_update,closure,random_direction_021,6326,4312,220, ,other,23972,39208,1.35546875,4312,conflict,-6.3125,False,True,7.66796875,qwen,2026081323
g033_closure_override,33,closure_override,closure,random_direction_021,6326,4312,2308, No,other,44054,29835,-1.1448974609375,4312,conflict,-3.1875,False,True,2.0426025390625,qwen,2026081323
g033_exception_override,33,exception_override,closure,random_direction_021,6326,4312,576, The,other,37743,18669,-1.92822265625,4312,conflict,-2.71875,False,True,0.79052734375,qwen,2026081323
g039_clean,39,clean,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.390625,4312,conflict,-0.390625,False,False,0.0,qwen,2026081323
g039_redundant,39,redundant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,1.140625,6326,clean,1.140625,False,False,0.0,qwen,2026081323
g039_irrelevant,39,irrelevant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,0.921875,6326,clean,0.921875,False,False,0.0,qwen,2026081323
g039_paraphrase,39,paraphrase,stable,random_direction_021,6326,4312,6326, East,clean,1,2,2.703125,6326,clean,2.703125,False,False,0.0,qwen,2026081323
g039_weak_distractor,39,weak_distractor,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.75,4312,conflict,-0.75,False,False,0.0,qwen,2026081323
g039_competition_balanced,39,competition_balanced,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-1.078125,4312,conflict,-1.078125,False,False,0.0,qwen,2026081323
g039_direct_conflict,39,direct_conflict,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-4.03125,4312,conflict,-4.03125,False,False,0.0,qwen,2026081323
g039_closure_update,39,closure_update,closure,random_direction_021,6326,4312,2308, No,other,98482,38140,-3.78466796875,4312,conflict,-6.1875,False,True,2.40283203125,qwen,2026081323
g039_closure_override,39,closure_override,closure,random_direction_021,6326,4312,220, ,other,20282,30041,1.059814453125,4312,conflict,-4.671875,False,True,5.731689453125,qwen,2026081323
g039_exception_override,39,exception_override,closure,random_direction_021,6326,4312,576, The,other,31445,26946,-0.4417724609375,4312,conflict,-3.671875,False,True,3.2301025390625,qwen,2026081323
g040_clean,40,clean,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,2.078125,42540,clean,2.078125,False,False,0.0,qwen,2026081323
g040_redundant,40,redundant,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,2.46875,42540,clean,2.46875,False,False,0.0,qwen,2026081323
g040_irrelevant,40,irrelevant,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,0.296875,42540,clean,0.296875,False,False,0.0,qwen,2026081323
g040_paraphrase,40,paraphrase,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,2.96875,42540,clean,2.96875,False,False,0.0,qwen,2026081323
g040_weak_distractor,40,weak_distractor,competition,random_direction_021,42540,14997,42540, Copper,clean,1,2,0.0625,42540,clean,0.0625,False,False,0.0,qwen,2026081323
g040_competition_balanced,40,competition_balanced,competition,random_direction_021,42540,14997,14997, Silver,conflict,2,1,-3.046875,14997,conflict,-3.046875,False,False,0.0,qwen,2026081323
g040_direct_conflict,40,direct_conflict,competition,random_direction_021,42540,14997,14997, Silver,conflict,2,1,-4.09375,14997,conflict,-4.09375,False,False,0.0,qwen,2026081323
g040_closure_update,40,closure_update,closure,random_direction_021,42540,14997,2383, label,other,21,4,-2.609375,14997,conflict,-6.0,False,True,3.390625,qwen,2026081323
g040_closure_override,40,closure_override,closure,random_direction_021,42540,14997,1265, should,other,882,2739,2.12890625,14997,conflict,-8.53125,False,True,10.66015625,qwen,2026081323
g040_exception_override,40,exception_override,closure,random_direction_021,42540,14997,220, ,other,2376,3043,0.49609375,14997,conflict,-5.75,False,True,6.24609375,qwen,2026081323
g042_clean,42,clean,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-2.015625,8697,conflict,-2.015625,False,False,0.0,qwen,2026081323
g042_redundant,42,redundant,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-0.953125,8697,conflict,-0.953125,False,False,0.0,qwen,2026081323
g042_irrelevant,42,irrelevant,stable,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-1.0625,8697,conflict,-1.0625,False,False,0.0,qwen,2026081323
g042_paraphrase,42,paraphrase,stable,random_direction_021,3731,8697,3731, Red,clean,1,2,1.53125,3731,clean,1.53125,False,False,0.0,qwen,2026081323
g042_weak_distractor,42,weak_distractor,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-0.421875,8697,conflict,-0.421875,False,False,0.0,qwen,2026081323
g042_competition_balanced,42,competition_balanced,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-2.515625,8697,conflict,-2.515625,False,False,0.0,qwen,2026081323
g042_direct_conflict,42,direct_conflict,competition,random_direction_021,3731,8697,8697, Blue,conflict,2,1,-3.484375,8697,conflict,-3.484375,False,False,0.0,qwen,2026081323
g042_closure_update,42,closure_update,closure,random_direction_021,3731,8697,67100, Vera,other,6954,15517,1.7685546875,8697,conflict,-5.71875,False,True,7.4873046875,qwen,2026081323
g042_closure_override,42,closure_override,closure,random_direction_021,3731,8697,576, The,other,6547,6714,0.05078125,8697,conflict,-6.46875,False,True,6.51953125,qwen,2026081323
g042_exception_override,42,exception_override,closure,random_direction_021,3731,8697,576, The,other,3731,2168,-1.02734375,8697,conflict,-5.03125,False,True,4.00390625,qwen,2026081323
g045_clean,45,clean,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.234375,4312,conflict,-0.234375,False,False,0.0,qwen,2026081323
g045_redundant,45,redundant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,0.625,6326,clean,0.625,False,False,0.0,qwen,2026081323
g045_irrelevant,45,irrelevant,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.515625,4312,conflict,-0.515625,False,False,0.0,qwen,2026081323
g045_paraphrase,45,paraphrase,stable,random_direction_021,6326,4312,6326, East,clean,1,2,2.0625,6326,clean,2.0625,False,False,0.0,qwen,2026081323
g045_weak_distractor,45,weak_distractor,competition,random_direction_021,6326,4312,6326, East,clean,1,2,0.28125,6326,clean,0.28125,False,False,0.0,qwen,2026081323
g045_competition_balanced,45,competition_balanced,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.875,4312,conflict,-0.875,False,False,0.0,qwen,2026081323
g045_direct_conflict,45,direct_conflict,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-4.25,4312,conflict,-4.25,False,False,0.0,qwen,2026081323
g045_closure_update,45,closure_update,closure,random_direction_021,6326,4312,67100, Vera,other,42401,21010,-1.9140625,4312,conflict,-5.203125,False,True,3.2890625,qwen,2026081323
g045_closure_override,45,closure_override,closure,random_direction_021,6326,4312,2308, No,other,36690,20415,-1.563232421875,4312,conflict,-3.59375,False,True,2.030517578125,qwen,2026081323
g045_exception_override,45,exception_override,closure,random_direction_021,6326,4312,576, The,other,27923,12553,-1.984619140625,4312,conflict,-3.953125,False,True,1.968505859375,qwen,2026081323
g053_clean,53,clean,stable,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-2.390625,16570,conflict,-2.390625,False,False,0.0,qwen,2026081323
g053_redundant,53,redundant,stable,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-1.796875,16570,conflict,-1.796875,False,False,0.0,qwen,2026081323
g053_irrelevant,53,irrelevant,stable,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-3.5625,16570,conflict,-3.5625,False,False,0.0,qwen,2026081323
g053_paraphrase,53,paraphrase,stable,random_direction_021,7421,16570,7421, Gold,clean,1,2,3.640625,7421,clean,3.640625,False,False,0.0,qwen,2026081323
g053_weak_distractor,53,weak_distractor,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-5.5,16570,conflict,-5.5,False,False,0.0,qwen,2026081323
g053_competition_balanced,53,competition_balanced,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-7.203125,16570,conflict,-7.203125,False,False,0.0,qwen,2026081323
g053_direct_conflict,53,direct_conflict,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-9.046875,16570,conflict,-9.046875,False,False,0.0,qwen,2026081323
g053_closure_update,53,closure_update,closure,random_direction_021,7421,16570,220, ,other,9952,1567,-3.404296875,16570,conflict,-8.734375,False,True,5.330078125,qwen,2026081323
g053_closure_override,53,closure_override,closure,random_direction_021,7421,16570,279, the,other,5542,15165,2.333984375,16570,conflict,-6.609375,False,True,8.943359375,qwen,2026081323
g053_exception_override,53,exception_override,closure,random_direction_021,7421,16570,576, The,other,8314,16500,1.6337890625,16570,conflict,-5.171875,False,True,6.8056640625,qwen,2026081323
g064_clean,64,clean,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,2.546875,42540,clean,2.546875,False,False,0.0,qwen,2026081323
g064_redundant,64,redundant,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,3.21875,42540,clean,3.21875,False,False,0.0,qwen,2026081323
g064_irrelevant,64,irrelevant,stable,random_direction_021,42540,14997,14997, Silver,conflict,2,1,-0.03125,14997,conflict,-0.03125,False,False,0.0,qwen,2026081323
g064_paraphrase,64,paraphrase,stable,random_direction_021,42540,14997,42540, Copper,clean,1,2,3.546875,42540,clean,3.546875,False,False,0.0,qwen,2026081323
g064_weak_distractor,64,weak_distractor,competition,random_direction_021,42540,14997,42540, Copper,clean,1,2,0.15625,42540,clean,0.15625,False,False,0.0,qwen,2026081323
g064_competition_balanced,64,competition_balanced,competition,random_direction_021,42540,14997,14997, Silver,conflict,2,1,-1.890625,14997,conflict,-1.890625,False,False,0.0,qwen,2026081323
g064_direct_conflict,64,direct_conflict,competition,random_direction_021,42540,14997,14997, Silver,conflict,2,1,-1.5,14997,conflict,-1.5,False,False,0.0,qwen,2026081323
g064_closure_update,64,closure_update,closure,random_direction_021,42540,14997,2383, label,other,16,5,-1.4375,14997,conflict,-1.609375,False,True,0.171875,qwen,2026081323
g064_closure_override,64,closure_override,closure,random_direction_021,42540,14997,1265, should,other,664,3664,3.3828125,14997,conflict,-6.859375,False,True,10.2421875,qwen,2026081323
g064_exception_override,64,exception_override,closure,random_direction_021,42540,14997,576, The,other,809,1925,1.66015625,14997,conflict,-4.515625,False,True,6.17578125,qwen,2026081323
g067_clean,67,clean,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.265625,25462,conflict,-2.265625,False,False,0.0,qwen,2026081323
g067_redundant,67,redundant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.171875,25462,conflict,-0.171875,False,False,0.0,qwen,2026081323
g067_irrelevant,67,irrelevant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-1.765625,25462,conflict,-1.765625,False,False,0.0,qwen,2026081323
g067_paraphrase,67,paraphrase,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,2.203125,7840,clean,2.203125,False,False,0.0,qwen,2026081323
g067_weak_distractor,67,weak_distractor,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.453125,25462,conflict,-2.453125,False,False,0.0,qwen,2026081323
g067_competition_balanced,67,competition_balanced,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-3.828125,25462,conflict,-3.828125,False,False,0.0,qwen,2026081323
g067_direct_conflict,67,direct_conflict,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-6.40625,25462,conflict,-6.40625,False,False,0.0,qwen,2026081323
g067_closure_update,67,closure_update,closure,random_direction_021,7840,25462,576, The,other,5230,34964,4.453369140625,25462,conflict,-5.578125,False,True,10.031494140625,qwen,2026081323
g067_closure_override,67,closure_override,closure,random_direction_021,7840,25462,2308, No,other,21098,57281,2.9375,25462,conflict,-5.84375,False,True,8.78125,qwen,2026081323
g067_exception_override,67,exception_override,closure,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.046875,25462,conflict,-2.046875,False,False,0.0,qwen,2026081323
g068_clean,68,clean,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-0.1875,4882,conflict,-0.1875,False,False,0.0,qwen,2026081323
g068_redundant,68,redundant,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-0.3125,4882,conflict,-0.3125,False,False,0.0,qwen,2026081323
g068_irrelevant,68,irrelevant,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-0.484375,4882,conflict,-0.484375,False,False,0.0,qwen,2026081323
g068_paraphrase,68,paraphrase,stable,random_direction_021,4787,4882,4787, North,clean,1,2,2.25,4787,clean,2.25,False,False,0.0,qwen,2026081323
g068_weak_distractor,68,weak_distractor,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-1.015625,4882,conflict,-1.015625,False,False,0.0,qwen,2026081323
g068_competition_balanced,68,competition_balanced,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-1.875,4882,conflict,-1.875,False,False,0.0,qwen,2026081323
g068_direct_conflict,68,direct_conflict,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-3.265625,4882,conflict,-3.265625,False,False,0.0,qwen,2026081323
g068_closure_update,68,closure_update,closure,random_direction_021,4787,4882,2308, No,other,28917,45959,1.373046875,4882,conflict,-4.25,False,True,5.623046875,qwen,2026081323
g068_closure_override,68,closure_override,closure,random_direction_021,4787,4882,2308, No,other,16941,27080,1.19775390625,4882,conflict,-4.875,False,True,6.07275390625,qwen,2026081323
g068_exception_override,68,exception_override,closure,random_direction_021,4787,4882,576, The,other,9224,10326,0.251953125,4882,conflict,-3.296875,False,True,3.548828125,qwen,2026081323
g069_clean,69,clean,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-1.171875,4312,conflict,-1.171875,False,False,0.0,qwen,2026081323
g069_redundant,69,redundant,stable,random_direction_021,6326,4312,6326, East,clean,1,2,0.71875,6326,clean,0.71875,False,False,0.0,qwen,2026081323
g069_irrelevant,69,irrelevant,stable,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.484375,4312,conflict,-0.484375,False,False,0.0,qwen,2026081323
g069_paraphrase,69,paraphrase,stable,random_direction_021,6326,4312,6326, East,clean,1,2,2.46875,6326,clean,2.46875,False,False,0.0,qwen,2026081323
g069_weak_distractor,69,weak_distractor,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.78125,4312,conflict,-0.78125,False,False,0.0,qwen,2026081323
g069_competition_balanced,69,competition_balanced,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-0.796875,4312,conflict,-0.796875,False,False,0.0,qwen,2026081323
g069_direct_conflict,69,direct_conflict,competition,random_direction_021,6326,4312,4312, West,conflict,2,1,-4.03125,4312,conflict,-4.03125,False,False,0.0,qwen,2026081323
g069_closure_update,69,closure_update,closure,random_direction_021,6326,4312,576, The,other,28357,26247,-0.2021484375,4312,conflict,-6.140625,False,True,5.9384765625,qwen,2026081323
g069_closure_override,69,closure_override,closure,random_direction_021,6326,4312,1265, should,other,8307,17434,1.740234375,4312,conflict,-3.671875,False,True,5.412109375,qwen,2026081323
g069_exception_override,69,exception_override,closure,random_direction_021,6326,4312,6326, East,clean,1,38,4.5703125,4312,conflict,-2.578125,True,True,7.1484375,qwen,2026081323
g073_clean,73,clean,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.59375,25462,conflict,-0.59375,False,False,0.0,qwen,2026081323
g073_redundant,73,redundant,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,0.875,7840,clean,0.875,False,False,0.0,qwen,2026081323
g073_irrelevant,73,irrelevant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.859375,25462,conflict,-0.859375,False,False,0.0,qwen,2026081323
g073_paraphrase,73,paraphrase,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,2.390625,7840,clean,2.390625,False,False,0.0,qwen,2026081323
g073_weak_distractor,73,weak_distractor,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-1.890625,25462,conflict,-1.890625,False,False,0.0,qwen,2026081323
g073_competition_balanced,73,competition_balanced,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-4.234375,25462,conflict,-4.234375,False,False,0.0,qwen,2026081323
g073_direct_conflict,73,direct_conflict,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-4.640625,25462,conflict,-4.640625,False,False,0.0,qwen,2026081323
g073_closure_update,73,closure_update,closure,random_direction_021,7840,25462,576, The,other,7991,41871,4.06689453125,25462,conflict,-5.546875,False,True,9.61376953125,qwen,2026081323
g073_closure_override,73,closure_override,closure,random_direction_021,7840,25462,2308, No,other,21991,45766,2.07958984375,25462,conflict,-5.078125,False,True,7.15771484375,qwen,2026081323
g073_exception_override,73,exception_override,closure,random_direction_021,7840,25462,576, The,other,13307,47032,3.40625,25462,conflict,-2.96875,False,True,6.375,qwen,2026081323
g077_clean,77,clean,stable,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-4.65625,16570,conflict,-4.65625,False,False,0.0,qwen,2026081323
g077_redundant,77,redundant,stable,random_direction_021,7421,16570,7421, Gold,clean,1,1,0.0,7421,clean,0.0,False,False,0.0,qwen,2026081323
g077_irrelevant,77,irrelevant,stable,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-3.234375,16570,conflict,-3.234375,False,False,0.0,qwen,2026081323
g077_paraphrase,77,paraphrase,stable,random_direction_021,7421,16570,7421, Gold,clean,1,2,3.65625,7421,clean,3.65625,False,False,0.0,qwen,2026081323
g077_weak_distractor,77,weak_distractor,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-5.171875,16570,conflict,-5.171875,False,False,0.0,qwen,2026081323
g077_competition_balanced,77,competition_balanced,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-5.46875,16570,conflict,-5.46875,False,False,0.0,qwen,2026081323
g077_direct_conflict,77,direct_conflict,competition,random_direction_021,7421,16570,16570, Iron,conflict,2,1,-7.734375,16570,conflict,-7.734375,False,False,0.0,qwen,2026081323
g077_closure_update,77,closure_update,closure,random_direction_021,7421,16570,330," """,other,20,40,1.1640625,16570,conflict,-10.1875,False,True,11.3515625,qwen,2026081323
g077_closure_override,77,closure_override,closure,random_direction_021,7421,16570,937, ?,other,2529,9253,2.6953125,16570,conflict,-7.203125,False,True,9.8984375,qwen,2026081323
g077_exception_override,77,exception_override,closure,random_direction_021,7421,16570,576, The,other,1987,14692,4.2578125,16570,conflict,-6.921875,False,True,11.1796875,qwen,2026081323
g079_clean,79,clean,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-1.1875,25462,conflict,-1.1875,False,False,0.0,qwen,2026081323
g079_redundant,79,redundant,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,0.40625,7840,clean,0.40625,False,False,0.0,qwen,2026081323
g079_irrelevant,79,irrelevant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-1.25,25462,conflict,-1.25,False,False,0.0,qwen,2026081323
g079_paraphrase,79,paraphrase,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,2.734375,7840,clean,2.734375,False,False,0.0,qwen,2026081323
g079_weak_distractor,79,weak_distractor,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-1.046875,25462,conflict,-1.046875,False,False,0.0,qwen,2026081323
g079_competition_balanced,79,competition_balanced,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.71875,25462,conflict,-2.71875,False,False,0.0,qwen,2026081323
g079_direct_conflict,79,direct_conflict,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-4.515625,25462,conflict,-4.515625,False,False,0.0,qwen,2026081323
g079_closure_update,79,closure_update,closure,random_direction_021,7840,25462,2308, No,other,37843,56035,1.27587890625,25462,conflict,-2.96875,False,True,4.24462890625,qwen,2026081323
g079_closure_override,79,closure_override,closure,random_direction_021,7840,25462,576, The,other,16052,41425,2.5751953125,25462,conflict,-5.0625,False,True,7.6376953125,qwen,2026081323
g079_exception_override,79,exception_override,closure,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-2.859375,25462,conflict,-2.859375,False,False,0.0,qwen,2026081323
g080_clean,80,clean,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-1.34375,4882,conflict,-1.34375,False,False,0.0,qwen,2026081323
g080_redundant,80,redundant,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-0.609375,4882,conflict,-0.609375,False,False,0.0,qwen,2026081323
g080_irrelevant,80,irrelevant,stable,random_direction_021,4787,4882,4882, South,conflict,2,1,-1.90625,4882,conflict,-1.90625,False,False,0.0,qwen,2026081323
g080_paraphrase,80,paraphrase,stable,random_direction_021,4787,4882,4787, North,clean,1,2,2.171875,4787,clean,2.171875,False,False,0.0,qwen,2026081323
g080_weak_distractor,80,weak_distractor,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-0.953125,4882,conflict,-0.953125,False,False,0.0,qwen,2026081323
g080_competition_balanced,80,competition_balanced,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-1.78125,4882,conflict,-1.78125,False,False,0.0,qwen,2026081323
g080_direct_conflict,80,direct_conflict,competition,random_direction_021,4787,4882,4882, South,conflict,2,1,-3.296875,4882,conflict,-3.296875,False,False,0.0,qwen,2026081323
g080_closure_update,80,closure_update,closure,random_direction_021,4787,4882,2308, No,other,57107,64790,0.4765625,4882,conflict,-3.171875,False,True,3.6484375,qwen,2026081323
g080_closure_override,80,closure_override,closure,random_direction_021,4787,4882,2308, No,other,25674,24388,-0.133544921875,4882,conflict,-4.03125,False,True,3.897705078125,qwen,2026081323
g080_exception_override,80,exception_override,closure,random_direction_021,4787,4882,576, The,other,5717,4452,-0.5390625,4882,conflict,-3.40625,False,True,2.8671875,qwen,2026081323
g085_clean,85,clean,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.25,25462,conflict,-0.25,False,False,0.0,qwen,2026081323
g085_redundant,85,redundant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.5,25462,conflict,-0.5,False,False,0.0,qwen,2026081323
g085_irrelevant,85,irrelevant,stable,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.765625,25462,conflict,-0.765625,False,False,0.0,qwen,2026081323
g085_paraphrase,85,paraphrase,stable,random_direction_021,7840,25462,7840, Green,clean,1,2,2.3125,7840,clean,2.3125,False,False,0.0,qwen,2026081323
g085_weak_distractor,85,weak_distractor,competition,random_direction_021,7840,25462,25462, Yellow,conflict,2,1,-0.484375,25462,conflict,-0.484375,False,False,0.0,qwen,2026081323
