prompt_index,cross_half_identity_advantage,quarter_identity_advantage,cross_half_self_cosine,lag1_cosine,lag2_cosine,task,model,init_seed
31,-0.2136910855770111,-0.05716659128665924,-0.20704682171344757,-0.039445437490940094,-0.04247836768627167,arc_challenge,llama,1801
32,-0.19963213801383972,-0.07694873213768005,-0.21763567626476288,-0.04570348933339119,-0.03928109258413315,arc_challenge,llama,1801
33,-0.21947640180587769,-0.06956532597541809,-0.21072320640087128,-0.04321064427495003,-0.035160575062036514,arc_challenge,llama,1801
34,-0.18514132499694824,-0.02699475735425949,-0.20839878916740417,-0.0373503677546978,-0.03874972090125084,arc_challenge,llama,1801
35,-0.17594864964485168,-0.03097466379404068,-0.1990024745464325,-0.043932247906923294,-0.030568523332476616,arc_challenge,llama,1801
36,-0.21580027043819427,-0.06816894561052322,-0.22013860940933228,-0.03738901764154434,-0.03716010972857475,arc_challenge,llama,1801
37,-0.18093526363372803,-0.061136335134506226,-0.2010209560394287,-0.04740738496184349,-0.032897479832172394,arc_challenge,llama,1801
38,-0.21433097124099731,-0.08544645458459854,-0.22718457877635956,-0.038161903619766235,-0.027415059506893158,arc_challenge,llama,1801
39,-0.20915637910366058,-0.044545918703079224,-0.22297193109989166,-0.03777805715799332,-0.03269140422344208,arc_challenge,llama,1801
40,-0.17164596915245056,-0.08177723735570908,-0.20250935852527618,-0.04925411939620972,-0.03116830438375473,arc_challenge,llama,1801
41,-0.23520992696285248,-0.06648323684930801,-0.2548198401927948,-0.04453194513916969,-0.02795456536114216,arc_challenge,llama,1801
42,-0.19886870682239532,-0.06166703626513481,-0.210221529006958,-0.03718293458223343,-0.033732883632183075,arc_challenge,llama,1801
43,-0.21250131726264954,-0.035803116858005524,-0.2234206646680832,-0.03473527356982231,-0.032209184020757675,arc_challenge,llama,1801
44,-0.21271567046642303,-0.09079066663980484,-0.22573837637901306,-0.03985356166958809,-0.03328363224864006,arc_challenge,llama,1801
45,-0.16193784773349762,-0.0451795756816864,-0.18948736786842346,-0.03155414015054703,-0.03162013366818428,arc_challenge,llama,1801
46,-0.20814111828804016,-0.06212879344820976,-0.23541100323200226,-0.028830820694565773,-0.02472645230591297,arc_challenge,llama,1801
47,-0.21504268050193787,-0.06218066066503525,-0.22675438225269318,-0.044194187968969345,-0.030770309269428253,arc_challenge,llama,1801
48,-0.19929596781730652,-0.06026709824800491,-0.22257889807224274,-0.027745041996240616,-0.028309950605034828,arc_challenge,llama,1801
49,-0.2249116599559784,-0.07243547588586807,-0.23649907112121582,-0.03873002901673317,-0.029416415840387344,arc_challenge,llama,1801
50,-0.2305142879486084,-0.0418323390185833,-0.2424355447292328,-0.040138691663742065,-0.02877551130950451,arc_challenge,llama,1801
51,-0.2243003100156784,-0.0579962283372879,-0.2395080029964447,-0.042328812181949615,-0.03563569486141205,arc_challenge,llama,1801
52,-0.22535008192062378,-0.10132985562086105,-0.2392706573009491,-0.036497559398412704,-0.03425860032439232,arc_challenge,llama,1801
53,-0.210655078291893,-0.049387890845537186,-0.2344023585319519,-0.05635634809732437,-0.03245081007480621,arc_challenge,llama,1801
54,-0.19763652980327606,-0.0475904643535614,-0.2210569828748703,-0.0451866053044796,-0.0344257652759552,arc_challenge,llama,1801
55,-0.21910810470581055,-0.06493907421827316,-0.2409490942955017,-0.039078980684280396,-0.031164033338427544,arc_challenge,llama,1801
56,-0.21540860831737518,-0.06681296229362488,-0.2327485978603363,-0.04174109920859337,-0.02469097636640072,arc_challenge,llama,1801
57,-0.21656344830989838,-0.0650455504655838,-0.23287200927734375,-0.0475873239338398,-0.024660421535372734,arc_challenge,llama,1801
58,-0.20525537431240082,-0.036102503538131714,-0.23113805055618286,-0.03719089552760124,-0.025504129007458687,arc_challenge,llama,1801
59,-0.20037813484668732,-0.047623101621866226,-0.21840119361877441,-0.040381792932748795,-0.02319096215069294,arc_challenge,llama,1801
60,-0.2040153294801712,-0.042664628475904465,-0.23383530974388123,-0.03346988931298256,-0.038727615028619766,arc_challenge,llama,1801
61,-0.18527114391326904,-0.08093978464603424,-0.19236069917678833,-0.04843030124902725,-0.030480261892080307,arc_challenge,llama,1801
62,-0.18346130847930908,-0.07541310787200928,-0.19600489735603333,-0.041920606046915054,-0.03988973796367645,arc_challenge,llama,1801
63,-0.21244537830352783,-0.06649834662675858,-0.22902826964855194,-0.041383855044841766,-0.05179421231150627,arc_challenge,llama,1801
64,-0.20578335225582123,-0.041165176779031754,-0.2438877522945404,-0.04477982968091965,-0.02978629246354103,arc_challenge,llama,1801
65,-0.22090426087379456,-0.09056578576564789,-0.22821909189224243,-0.045075464993715286,-0.044524237513542175,arc_challenge,llama,1801
66,-0.1909436285495758,-0.05057641863822937,-0.20761288702487946,-0.03167502209544182,-0.03246884047985077,arc_challenge,llama,1801
67,-0.201133593916893,-0.05476246401667595,-0.21896986663341522,-0.04048394784331322,-0.039054956287145615,arc_challenge,llama,1801
68,-0.21254178881645203,-0.0682520791888237,-0.22170881927013397,-0.04280677065253258,-0.023874333128333092,arc_challenge,llama,1801
69,-0.2329256683588028,-0.08629905432462692,-0.254977822303772,-0.039241086691617966,-0.02660057321190834,arc_challenge,llama,1801
70,-0.2105501890182495,-0.05031488463282585,-0.23592977225780487,-0.03877433016896248,-0.031094830483198166,arc_challenge,llama,1801
71,-0.23013828694820404,-0.046681083738803864,-0.23664173483848572,-0.040004462003707886,-0.038918495178222656,arc_challenge,llama,1801
72,-0.22635623812675476,-0.017969178035855293,-0.2470535933971405,-0.04223334416747093,-0.0307681392878294,arc_challenge,llama,1801
73,-0.20749139785766602,-0.046864114701747894,-0.22524964809417725,-0.034541383385658264,-0.02519114688038826,arc_challenge,llama,1801
74,-0.20216673612594604,-0.06088312342762947,-0.22779271006584167,-0.03209367021918297,-0.027127115055918694,arc_challenge,llama,1801
75,-0.19747300446033478,-0.09949086606502533,-0.22816398739814758,-0.03827064484357834,-0.02406243421137333,arc_challenge,llama,1801
76,-0.19701863825321198,-0.05333253741264343,-0.2237752228975296,-0.04443857818841934,-0.030116578564047813,arc_challenge,llama,1801
77,-0.18122652173042297,-0.030415061861276627,-0.20892739295959473,-0.04382234811782837,-0.033714160323143005,arc_challenge,llama,1801
78,-0.21685369312763214,-0.07142741978168488,-0.22752360999584198,-0.040685463696718216,-0.031047644093632698,arc_challenge,llama,1801
79,-0.14316675066947937,-0.06673230975866318,-0.16179072856903076,-0.032319601625204086,-0.025462696328759193,arc_challenge,llama,1801
80,-0.18792840838432312,-0.034951090812683105,-0.2134055644273758,-0.04216652363538742,-0.03484160453081131,arc_challenge,llama,1801
81,-0.22412927448749542,-0.06930195540189743,-0.2332267165184021,-0.043419212102890015,-0.04095850884914398,arc_challenge,llama,1801
82,-0.21251776814460754,-0.05178533494472504,-0.22670087218284607,-0.040952302515506744,-0.028747329488396645,arc_challenge,llama,1801
83,-0.1910841464996338,-0.062499891966581345,-0.21539655327796936,-0.031863097101449966,-0.0322689451277256,arc_challenge,llama,1801
84,-0.20397070050239563,-0.06288322806358337,-0.20388737320899963,-0.0501868836581707,-0.03908368572592735,arc_challenge,llama,1801
85,-0.20006635785102844,-0.06583297252655029,-0.23765376210212708,-0.03391170874238014,-0.028164882212877274,arc_challenge,llama,1801
86,-0.20316295325756073,-0.06340979039669037,-0.2222253680229187,-0.043074604123830795,-0.026884475722908974,arc_challenge,llama,1801
87,-0.2125978171825409,-0.05392266809940338,-0.24244213104248047,-0.041550539433956146,-0.03829680755734444,arc_challenge,llama,1801
88,-0.19242212176322937,-0.05877019092440605,-0.2077072262763977,-0.046089816838502884,-0.034719109535217285,arc_challenge,llama,1801
89,-0.22358092665672302,-0.08136747777462006,-0.2535763382911682,-0.02605668641626835,-0.035231489688158035,arc_challenge,llama,1801
90,-0.19964240491390228,-0.06272920966148376,-0.21660606563091278,-0.03399408608675003,-0.038104526698589325,arc_challenge,llama,1801
91,-0.1973787546157837,-0.06798645108938217,-0.21850180625915527,-0.04612427204847336,-0.03660828247666359,arc_challenge,llama,1801
92,-0.19722622632980347,-0.08066599071025848,-0.2043430358171463,-0.03701334819197655,-0.0318879634141922,arc_challenge,llama,1801
93,-0.20441049337387085,-0.05251361057162285,-0.21993376314640045,-0.048889558762311935,-0.04046411067247391,arc_challenge,llama,1801
94,-0.22568818926811218,-0.09091795235872269,-0.255502313375473,-0.044614020735025406,-0.021436205133795738,arc_challenge,llama,1801
95,-0.1967080980539322,-0.05095837265253067,-0.2278820276260376,-0.036391038447618484,-0.03218797966837883,arc_challenge,llama,1801
0,-0.07035013288259506,-0.0454975962638855,-0.19256731867790222,-0.04111659154295921,-0.04192086309194565,lexical_category,llama,1802
1,-0.09871458262205124,-0.024735553190112114,-0.21074296534061432,-0.04257720336318016,-0.04135683923959732,lexical_category,llama,1802
2,-0.0799170732498169,-0.011141885071992874,-0.21115851402282715,-0.04538727179169655,-0.03057711385190487,lexical_category,llama,1802
3,-0.11521506309509277,-0.040692269802093506,-0.20815128087997437,-0.042687974870204926,-0.03877007216215134,lexical_category,llama,1802
4,-0.09547802060842514,-0.027488775551319122,-0.20885884761810303,-0.044181786477565765,-0.03549584001302719,lexical_category,llama,1802
5,-0.10942717641592026,-0.03678159415721893,-0.2265479564666748,-0.03940882533788681,-0.04043962061405182,lexical_category,llama,1802
6,-0.059342458844184875,-0.018427256494760513,-0.18982897698879242,-0.0376683734357357,-0.037277646362781525,lexical_category,llama,1802
7,-0.10387066006660461,-0.03538558632135391,-0.21078838407993317,-0.040609847754240036,-0.04211005941033363,lexical_category,llama,1802
8,-0.08242304623126984,0.002069242298603058,-0.21624532341957092,-0.0365232452750206,-0.030779775232076645,lexical_category,llama,1802
9,-0.11184076964855194,-0.03287683427333832,-0.202907532453537,-0.046119388192892075,-0.037197038531303406,lexical_category,llama,1802
10,-0.09781825542449951,-0.01715201884508133,-0.19987216591835022,-0.04099288210272789,-0.0344085730612278,lexical_category,llama,1802
11,-0.1102740615606308,-0.0356113538146019,-0.23008552193641663,-0.037675805389881134,-0.03365025296807289,lexical_category,llama,1802
12,-0.07411474734544754,-0.01769828051328659,-0.19893361628055573,-0.04125206544995308,-0.03453455865383148,lexical_category,llama,1802
13,-0.10188886523246765,-0.007100421003997326,-0.20526733994483948,-0.03585030511021614,-0.03420965373516083,lexical_category,llama,1802
14,-0.08701688051223755,0.023379655554890633,-0.2180459350347519,-0.04694691300392151,-0.031215276569128036,lexical_category,llama,1802
15,-0.11483190208673477,-0.045812834054231644,-0.2214585542678833,-0.04875830188393593,-0.029842743650078773,lexical_category,llama,1802
16,-0.10408277809619904,-0.0182848758995533,-0.20526325702667236,-0.0430845282971859,-0.03362950310111046,lexical_category,llama,1802
17,-0.09239564836025238,-0.03751200810074806,-0.21845409274101257,-0.04148781672120094,-0.03148357570171356,lexical_category,llama,1802
18,-0.08009199798107147,-0.005731767043471336,-0.19542951881885529,-0.04521353915333748,-0.037223462015390396,lexical_category,llama,1802
19,-0.09787960350513458,-0.03748222440481186,-0.19976657629013062,-0.03702256828546524,-0.03438417240977287,lexical_category,llama,1802
20,-0.11212660372257233,0.003695933148264885,-0.2278633564710617,-0.04805389791727066,-0.034499239176511765,lexical_category,llama,1802
21,-0.11172959953546524,-0.055588819086551666,-0.20350594818592072,-0.047409068793058395,-0.03104519471526146,lexical_category,llama,1802
22,-0.10462719202041626,-0.011611796915531158,-0.21444721519947052,-0.04695233702659607,-0.027073493227362633,lexical_category,llama,1802
23,-0.10142036527395248,-0.034170664846897125,-0.2125159353017807,-0.04254749417304993,-0.04268328845500946,lexical_category,llama,1802
24,-0.0555935874581337,-0.013203535228967667,-0.1598396897315979,-0.037991996854543686,-0.032366689294576645,lexical_category,llama,1802
25,-0.10745687037706375,-0.06080874428153038,-0.19907096028327942,-0.0483814962208271,-0.033748820424079895,lexical_category,llama,1802
26,-0.09082282334566116,-0.014316312968730927,-0.20863601565361023,-0.04492243751883507,-0.03250844031572342,lexical_category,llama,1802
27,-0.11666905134916306,-0.031123165041208267,-0.2022232711315155,-0.048759669065475464,-0.03189379721879959,lexical_category,llama,1802
28,-0.11265463382005692,-0.015357961878180504,-0.2088950276374817,-0.039642222225666046,-0.029423804953694344,lexical_category,llama,1802
29,-0.0851001963019371,-0.03301210701465607,-0.2042459398508072,-0.0472668781876564,-0.03635234013199806,lexical_category,llama,1802
30,-0.07114330679178238,0.0023487620055675507,-0.18654243648052216,-0.04088916629552841,-0.03774702176451683,lexical_category,llama,1802
31,-0.09574547410011292,-0.045568566769361496,-0.20918700098991394,-0.044770848006010056,-0.037123825401067734,lexical_category,llama,1802
32,-0.100450299680233,-0.005219411104917526,-0.22514837980270386,-0.04856163263320923,-0.026223331689834595,lexical_category,llama,1802
33,-0.11088026314973831,-0.029998697340488434,-0.2049316167831421,-0.04872836917638779,-0.03535398468375206,lexical_category,llama,1802
34,-0.12126405537128448,-0.01840115524828434,-0.22498810291290283,-0.03958827257156372,-0.025567304342985153,lexical_category,llama,1802
35,-0.10339698195457458,-0.02835487574338913,-0.21888098120689392,-0.04940442368388176,-0.03595038503408432,lexical_category,llama,1802
36,-0.07389160990715027,-0.030177906155586243,-0.20104482769966125,-0.03607640787959099,-0.03257615864276886,lexical_category,llama,1802
37,-0.10833048075437546,-0.03858046978712082,-0.20835082232952118,-0.04064441844820976,-0.03607083112001419,lexical_category,llama,1802
38,-0.10284578055143356,-0.023230401799082756,-0.2205115556716919,-0.042799919843673706,-0.03716272488236427,lexical_category,llama,1802
39,-0.10558098554611206,-0.0325302854180336,-0.19575026631355286,-0.04817258194088936,-0.03917483985424042,lexical_category,llama,1802
40,-0.09634409844875336,-0.026437237858772278,-0.20074811577796936,-0.042791806161403656,-0.032903041690588,lexical_category,llama,1802
41,-0.1151198297739029,-0.04235062003135681,-0.2230055332183838,-0.042981427162885666,-0.028215792030096054,lexical_category,llama,1802
42,-0.07125315070152283,-0.019865278154611588,-0.20056727528572083,-0.044401027262210846,-0.03727685660123825,lexical_category,llama,1802
43,-0.08681397140026093,-0.01331284362822771,-0.19886764883995056,-0.04056139662861824,-0.03406953066587448,lexical_category,llama,1802
44,-0.10602566599845886,-0.012119517661631107,-0.23615849018096924,-0.047221746295690536,-0.029156891629099846,lexical_category,llama,1802
45,-0.10403431206941605,-0.03939645364880562,-0.22759461402893066,-0.05341489240527153,-0.03273693472146988,lexical_category,llama,1802
46,-0.09878535568714142,-0.03899957612156868,-0.20436832308769226,-0.0414244718849659,-0.03706308454275131,lexical_category,llama,1802
47,-0.11687865853309631,-0.04802683740854263,-0.2439194619655609,-0.03936103731393814,-0.042286910116672516,lexical_category,llama,1802
48,-0.06049317121505737,-0.013544682413339615,-0.18994373083114624,-0.034776341170072556,-0.038292042911052704,lexical_category,llama,1802
49,-0.09650921076536179,-0.03800831735134125,-0.21555490791797638,-0.0371633805334568,-0.04131387174129486,lexical_category,llama,1802
50,-0.09430591762065887,-0.012353191152215004,-0.22999069094657898,-0.04065404087305069,-0.03200789541006088,lexical_category,llama,1802
51,-0.10784074664115906,-0.029913850128650665,-0.21675387024879456,-0.04752832651138306,-0.03435313329100609,lexical_category,llama,1802
52,-0.08495517820119858,-0.0006168689578771591,-0.2032693326473236,-0.03869276121258736,-0.03680252283811569,lexical_category,llama,1802
53,-0.09005772322416306,-0.029268870130181313,-0.21296226978302002,-0.04171047732234001,-0.03557947650551796,lexical_category,llama,1802
54,-0.07323981821537018,-0.014930818229913712,-0.19909851253032684,-0.0358913317322731,-0.03781624510884285,lexical_category,llama,1802
55,-0.10560843348503113,-0.027246585115790367,-0.2103663682937622,-0.030972586944699287,-0.033466633409261703,lexical_category,llama,1802
56,-0.09755918383598328,-0.004114951938390732,-0.23183846473693848,-0.03638579323887825,-0.03858625516295433,lexical_category,llama,1802
57,-0.11535397917032242,-0.04858952760696411,-0.21233445405960083,-0.041020121425390244,-0.03123890422284603,lexical_category,llama,1802
58,-0.09592898935079575,-0.023410284891724586,-0.208402618765831,-0.040653493255376816,-0.03744044527411461,lexical_category,llama,1802
59,-0.10188543796539307,-0.037088558077812195,-0.22967705130577087,-0.03681569918990135,-0.033051811158657074,lexical_category,llama,1802
60,-0.09667710959911346,-0.020555326715111732,-0.21572700142860413,-0.036751389503479004,-0.04154164344072342,lexical_category,llama,1802
61,-0.10991864651441574,-0.028471481055021286,-0.2233199179172516,-0.041071634739637375,-0.03391330689191818,lexical_category,llama,1802
62,-0.09500284492969513,-0.00965920276939869,-0.2176322340965271,-0.05120488628745079,-0.028315432369709015,lexical_category,llama,1802
63,-0.10876379162073135,-0.03407962620258331,-0.20767857134342194,-0.045830171555280685,-0.03373945504426956,lexical_category,llama,1802
64,-0.10043656080961227,-0.006958063691854477,-0.2157181352376938,-0.04227014258503914,-0.03270720690488815,lexical_category,llama,1802
65,-0.09818936139345169,-0.04124479368329048,-0.21385468542575836,-0.040465690195560455,-0.04343640059232712,lexical_category,llama,1802
66,-0.0634261891245842,-0.0056389737874269485,-0.17883515357971191,-0.0405506007373333,-0.033666230738162994,lexical_category,llama,1802
67,-0.09643064439296722,-0.036087922751903534,-0.207806795835495,-0.04378160834312439,-0.03271972015500069,lexical_category,llama,1802
68,-0.07677896320819855,0.013888194225728512,-0.2057308703660965,-0.04411270469427109,-0.025127965956926346,lexical_category,llama,1802
69,-0.11613697558641434,-0.01821000874042511,-0.20700415968894958,-0.04476571083068848,-0.028148915618658066,lexical_category,llama,1802
70,-0.11043369024991989,-0.046185415238142014,-0.22333630919456482,-0.040915846824645996,-0.027781715616583824,lexical_category,llama,1802
71,-0.08021219819784164,-0.030493812635540962,-0.19931770861148834,-0.04333891347050667,-0.03558223694562912,lexical_category,llama,1802
72,-0.061069220304489136,-0.008503718301653862,-0.18986999988555908,-0.04030519351363182,-0.03620005026459694,lexical_category,llama,1802
73,-0.08639390021562576,-0.0322386771440506,-0.2093186229467392,-0.04598333686590195,-0.03242309391498566,lexical_category,llama,1802
74,-0.12110898643732071,-0.02285504713654518,-0.24529272317886353,-0.04855039715766907,-0.030986646190285683,lexical_category,llama,1802
75,-0.09657725691795349,-0.03701898455619812,-0.21133282780647278,-0.04656585305929184,-0.03614028915762901,lexical_category,llama,1802
76,-0.09868423640727997,0.010420180857181549,-0.21747338771820068,-0.04036324471235275,-0.0263280738145113,lexical_category,llama,1802
77,-0.08757171034812927,-0.02950664423406124,-0.21481454372406006,-0.04429834336042404,-0.039498306810855865,lexical_category,llama,1802
78,-0.06457113474607468,-0.0051888953894376755,-0.18696092069149017,-0.04219135642051697,-0.03806138411164284,lexical_category,llama,1802
79,-0.11497523635625839,-0.024079006165266037,-0.21574482321739197,-0.04149729013442993,-0.036702387034893036,lexical_category,llama,1802
80,-0.08616583049297333,0.007252728566527367,-0.21657845377922058,-0.04433460906147957,-0.0362640880048275,lexical_category,llama,1802
81,-0.1037374809384346,-0.05328920856118202,-0.20386850833892822,-0.04630666226148605,-0.03251703456044197,lexical_category,llama,1802
82,-0.09945321828126907,-0.010723967105150223,-0.20558500289916992,-0.042749229818582535,-0.028841890394687653,lexical_category,llama,1802
83,-0.08260359615087509,-0.013977805152535439,-0.19720004498958588,-0.042801953852176666,-0.03566664084792137,lexical_category,llama,1802
84,-0.06996974349021912,-0.030807826668024063,-0.19851773977279663,-0.04231283441185951,-0.042995698750019073,lexical_category,llama,1802
85,-0.0966726765036583,-0.031803280115127563,-0.20277410745620728,-0.04121963307261467,-0.03489970415830612,lexical_category,llama,1802
86,-0.1006016880273819,-0.012296056374907494,-0.23572486639022827,-0.043052494525909424,-0.03307674825191498,lexical_category,llama,1802
87,-0.10587069392204285,-0.04902305454015732,-0.20803025364875793,-0.04879643768072128,-0.037372197955846786,lexical_category,llama,1802
88,-0.10304414480924606,-0.020917579531669617,-0.21362632513046265,-0.04142753407359123,-0.03621479496359825,lexical_category,llama,1802
89,-0.1186746135354042,-0.04546953737735748,-0.23297689855098724,-0.04442382603883743,-0.03407657891511917,lexical_category,llama,1802
90,-0.06871184706687927,-0.010437114164233208,-0.1985803246498108,-0.040819745510816574,-0.03576328977942467,lexical_category,llama,1802
91,-0.0957973375916481,-0.014012385159730911,-0.2087162435054779,-0.04426225274801254,-0.04161527007818222,lexical_category,llama,1802
92,-0.07780963182449341,0.019208582118153572,-0.21683847904205322,-0.03858858719468117,-0.033276043832302094,lexical_category,llama,1802
93,-0.10828237235546112,-0.03148052841424942,-0.21947096288204193,-0.04391368106007576,-0.03447604551911354,lexical_category,llama,1802
94,-0.11070147156715393,-0.022602364420890808,-0.21450036764144897,-0.03854139521718025,-0.034666988998651505,lexical_category,llama,1802
95,-0.07949554175138474,-0.012148143723607063,-0.20204833149909973,-0.03800484165549278,-0.034525539726018906,lexical_category,llama,1802
0,-0.05520257353782654,-0.023351319134235382,-0.2348017543554306,-0.03964203968644142,-0.03916715830564499,arithmetic_addition,llama,1802
1,-0.041983410716056824,-0.008762110024690628,-0.22006121277809143,-0.03632492944598198,-0.037835996598005295,arithmetic_addition,llama,1802
2,-0.045079976320266724,-0.01050984114408493,-0.21405372023582458,-0.04028598591685295,-0.040135614573955536,arithmetic_addition,llama,1802
3,-0.04797115921974182,0.0004751943051815033,-0.22161003947257996,-0.04039507359266281,-0.03991987556219101,arithmetic_addition,llama,1802
4,-0.04488290846347809,-0.004294794052839279,-0.22359251976013184,-0.03813447430729866,-0.036032117903232574,arithmetic_addition,llama,1802
5,-0.06951363384723663,0.002316633239388466,-0.23735417425632477,-0.039225514978170395,-0.03839113935828209,arithmetic_addition,llama,1802
6,-0.05178189277648926,-0.022181890904903412,-0.23254093527793884,-0.039503127336502075,-0.039842624217271805,arithmetic_addition,llama,1802
7,-0.037330299615859985,-0.012062154710292816,-0.215969517827034,-0.036820169538259506,-0.03772451728582382,arithmetic_addition,llama,1802
8,-0.038002654910087585,-0.007252763956785202,-0.21234425902366638,-0.03794294223189354,-0.041092995554208755,arithmetic_addition,llama,1802
9,-0.044761449098587036,-0.007345650345087051,-0.22481608390808105,-0.04138724133372307,-0.03811812028288841,arithmetic_addition,llama,1802
10,-0.041137173771858215,-0.002452399581670761,-0.2274230718612671,-0.03937111422419548,-0.03521204739809036,arithmetic_addition,llama,1802
11,-0.06304863095283508,0.0021494142711162567,-0.23562774062156677,-0.03820120170712471,-0.037223104387521744,arithmetic_addition,llama,1802
12,-0.0581866055727005,-0.04088369384407997,-0.24493145942687988,-0.04243554547429085,-0.03825744241476059,arithmetic_addition,llama,1802
13,-0.04195360839366913,-0.015954554080963135,-0.22919324040412903,-0.04063323512673378,-0.03732714429497719,arithmetic_addition,llama,1802
14,-0.040213897824287415,-0.024564631283283234,-0.2156306505203247,-0.04427577927708626,-0.040916699916124344,arithmetic_addition,llama,1802
15,-0.04070480167865753,-0.017758553847670555,-0.21962791681289673,-0.04109370335936546,-0.038644153624773026,arithmetic_addition,llama,1802
16,-0.04750877618789673,-0.018504813313484192,-0.23260682821273804,-0.04364430159330368,-0.0349937304854393,arithmetic_addition,llama,1802
17,-0.06553569436073303,-0.007608745247125626,-0.24662262201309204,-0.040894437581300735,-0.03543202951550484,arithmetic_addition,llama,1802
18,-0.060455262660980225,-0.03181387111544609,-0.2433568239212036,-0.038797054439783096,-0.038820698857307434,arithmetic_addition,llama,1802
19,-0.055504754185676575,-0.007813241332769394,-0.23147912323474884,-0.03639176860451698,-0.03898414224386215,arithmetic_addition,llama,1802
20,-0.05028975009918213,-0.009580589830875397,-0.22182857990264893,-0.04135039448738098,-0.041403431445360184,arithmetic_addition,llama,1802
21,-0.05789986252784729,0.0013021081686019897,-0.23011022806167603,-0.041058219969272614,-0.03822922706604004,arithmetic_addition,llama,1802
22,-0.04523858428001404,-0.00820234790444374,-0.23129120469093323,-0.03688395023345947,-0.03760754317045212,arithmetic_addition,llama,1802
23,-0.06864316761493683,0.005258746445178986,-0.24193614721298218,-0.03901441767811775,-0.037918996065855026,arithmetic_addition,llama,1802
24,-0.05919824540615082,-0.03462286666035652,-0.2396087646484375,-0.0400506854057312,-0.03939879685640335,arithmetic_addition,llama,1802
25,-0.05554787814617157,-0.0069341473281383514,-0.23303714394569397,-0.03917592018842697,-0.035187456756830215,arithmetic_addition,llama,1802
26,-0.045864611864089966,-0.01840980350971222,-0.21568375825881958,-0.04423588141798973,-0.03955046460032463,arithmetic_addition,llama,1802
27,-0.04404951632022858,-0.023792287334799767,-0.22192655503749847,-0.0413699671626091,-0.03938193619251251,arithmetic_addition,llama,1802
28,-0.04270145297050476,-0.010185005143284798,-0.22267799079418182,-0.0440959595143795,-0.03456808999180794,arithmetic_addition,llama,1802
29,-0.06319111585617065,-0.0047339387238025665,-0.23895466327667236,-0.0436117947101593,-0.0368691124022007,arithmetic_addition,llama,1802
30,-0.052702873945236206,-0.019820887595415115,-0.23768964409828186,-0.04090229421854019,-0.037933703511953354,arithmetic_addition,llama,1802
31,-0.04830484092235565,-0.0023192912340164185,-0.22819358110427856,-0.03686066344380379,-0.03802281245589256,arithmetic_addition,llama,1802
32,-0.03587624430656433,-0.013373993337154388,-0.20376498997211456,-0.04097650572657585,-0.04215722903609276,arithmetic_addition,llama,1802
33,-0.04694777727127075,-0.004600971937179565,-0.2209518849849701,-0.03996250033378601,-0.038892265409231186,arithmetic_addition,llama,1802
34,-0.031596362590789795,-0.0035007335245609283,-0.20846989750862122,-0.0389750711619854,-0.03828087076544762,arithmetic_addition,llama,1802
35,-0.0637686550617218,0.0017713941633701324,-0.2351805865764618,-0.039234843105077744,-0.035254910588264465,arithmetic_addition,llama,1802
36,-0.0626165121793747,-0.030210386961698532,-0.2503311038017273,-0.03743212670087814,-0.03844577074050903,arithmetic_addition,llama,1802
37,-0.05526641011238098,-0.01833619549870491,-0.2405453324317932,-0.03609088435769081,-0.03483778238296509,arithmetic_addition,llama,1802
38,-0.04636862874031067,-0.0260549858212471,-0.2218611240386963,-0.042735371738672256,-0.0392310805618763,arithmetic_addition,llama,1802
39,-0.050447940826416016,-0.01979649066925049,-0.23233109712600708,-0.04221830517053604,-0.03763430193066597,arithmetic_addition,llama,1802
40,-0.038910746574401855,-0.012507881969213486,-0.2247433066368103,-0.039000432938337326,-0.036546893417835236,arithmetic_addition,llama,1802
41,-0.0605575293302536,-0.0020377617329359055,-0.23824356496334076,-0.044890690594911575,-0.03453703224658966,arithmetic_addition,llama,1802
42,-0.04737696051597595,-0.03523234277963638,-0.24529454112052917,-0.03889429196715355,-0.035335149616003036,arithmetic_addition,llama,1802
43,-0.03738102316856384,-0.013776902109384537,-0.2295406013727188,-0.03796941787004471,-0.035946063697338104,arithmetic_addition,llama,1802
44,-0.04340139031410217,-0.029122311621904373,-0.2268872857093811,-0.04011083394289017,-0.03946324810385704,arithmetic_addition,llama,1802
45,-0.036376625299453735,-0.015581300482153893,-0.2228117287158966,-0.045345962047576904,-0.0348823256790638,arithmetic_addition,llama,1802
46,-0.03515841066837311,-0.014502497389912605,-0.2240351289510727,-0.037109024822711945,-0.03722681850194931,arithmetic_addition,llama,1802
47,-0.046055346727371216,0.004410989582538605,-0.2314988672733307,-0.044329043477773666,-0.03305620327591896,arithmetic_addition,llama,1802
48,-0.051529377698898315,-0.028119273483753204,-0.2345292866230011,-0.03828702121973038,-0.04028445854783058,arithmetic_addition,llama,1802
49,-0.044245898723602295,-0.0005314014852046967,-0.21862103044986725,-0.03781475871801376,-0.0374281145632267,arithmetic_addition,llama,1802
50,-0.04661715030670166,-0.010056182742118835,-0.2176971733570099,-0.04108145087957382,-0.04186904430389404,arithmetic_addition,llama,1802
51,-0.05678717792034149,-0.001200839877128601,-0.23261941969394684,-0.041529182344675064,-0.038360051810741425,arithmetic_addition,llama,1802
52,-0.04711057245731354,-0.008397761732339859,-0.22984278202056885,-0.04002327844500542,-0.03746246546506882,arithmetic_addition,llama,1802
