prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_final_margin,best_margin_shift,best_crossed,best_utility
g087_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.671875,0.0,False,-0.0
g087_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.0625,0.0,False,-0.0
g087_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.296875,0.0,False,-0.0
g087_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.109375,0.0,False,-0.0
g087_closure_update,closure,a1.0_b0.9,1.0,0.9,-0.78125,0.3125,False,0.2582
g087_closure_override,closure,a0.0_b0.0,0.0,0.0,-0.6875,0.0,False,0.0
g087_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.765625,0.25,False,0.2014
g089_clean,stable,a0.0_b0.0,0.0,0.0,1.484375,0.0,False,-0.0
g089_redundant,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g089_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g089_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.21875,0.0,False,-0.0
g089_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.296875,0.0,False,-0.0
g089_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.34375,0.0,False,-0.0
g089_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.53125,0.0,False,-0.0
g089_closure_update,closure,a1.0_b1.2,1.0,1.2,2.296875,0.90625,False,0.83305
g089_closure_override,closure,a1.0_b1.2,1.0,1.2,2.90625,1.296875,False,1.223675
g089_exception_override,closure,a1.0_b1.2,1.0,1.2,2.953125,1.21875,False,1.14555
g090_clean,stable,a0.0_b0.0,0.0,0.0,-0.203125,0.0,False,-0.0
g090_redundant,stable,a0.0_b0.0,0.0,0.0,-0.234375,0.0,False,-0.0
g090_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.15625,0.0,False,-0.0
g090_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.265625,0.0,False,-0.0
g090_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.015625,0.0,False,-0.0
g090_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.203125,0.0,False,-0.0
g090_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.03125,0.0,False,-0.0
g090_closure_update,closure,a1.0_b1.2,1.0,1.2,-0.78125,0.34375,False,0.27055
g090_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.46875,0.796875,False,0.723675
g090_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.34375,1.140625,False,1.067425
g091_clean,stable,a0.0_b0.0,0.0,0.0,-0.015625,0.0,False,-0.0
g091_redundant,stable,a0.0_b0.0,0.0,0.0,0.15625,0.0,False,-0.0
g091_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.453125,0.0,False,-0.0
g091_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.125,0.0,False,-0.0
g091_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.40625,0.0,False,-0.0
g091_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.390625,0.0,False,-0.0
g091_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.0625,0.0,False,-0.0
g091_closure_update,closure,a1.0_b1.2,1.0,1.2,0.53125,1.265625,True,6.192425
g091_closure_override,closure,a1.0_b1.2,1.0,1.2,1.390625,1.53125,True,6.45805
g091_exception_override,closure,a1.0_b1.2,1.0,1.2,1.359375,2.109375,True,7.036175
g092_clean,stable,a0.0_b0.0,0.0,0.0,1.015625,0.0,False,-0.0
g092_redundant,stable,a0.0_b0.0,0.0,0.0,0.90625,0.0,False,-0.0
g092_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.75,0.0,False,-0.0
g092_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.953125,0.0,False,-0.0
g092_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.0625,0.0,False,-0.0
g092_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.515625,0.0,False,-0.0
g092_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.859375,0.0,False,-0.0
g092_closure_update,closure,a1.0_b1.2,1.0,1.2,1.265625,1.203125,False,1.129925
g092_closure_override,closure,a0.9_b0.9,0.9,0.9,1.21875,0.4375,False,0.3889
g092_exception_override,closure,a0.9_b0.9,0.9,0.9,1.109375,0.75,False,0.7014
g093_clean,stable,a0.0_b0.0,0.0,0.0,-0.609375,0.0,False,-0.0
g093_redundant,stable,a0.0_b0.0,0.0,0.0,-0.5625,0.0,False,-0.0
g093_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.0625,0.0,False,-0.0
g093_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.265625,0.0,False,-0.0
g093_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.265625,0.0,False,-0.0
g093_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.328125,0.0,False,-0.0
g093_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.328125,0.0,False,-0.0
g093_closure_update,closure,a1.0_b1.2,1.0,1.2,-0.609375,1.0,False,0.9268
g093_closure_override,closure,a0.6_b0.6,0.6,0.6,-0.578125,0.3125,False,0.2909
g093_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.59375,0.40625,False,0.33305
g095_clean,stable,a0.0_b0.0,0.0,0.0,0.796875,0.0,False,-0.0
g095_redundant,stable,a0.0_b0.0,0.0,0.0,1.046875,0.0,False,-0.0
g095_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.046875,-0.015625,False,-0.015625
g095_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.078125,0.0,False,-0.0
g095_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.203125,0.0,False,-0.0
g095_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.59375,0.0,False,-0.0
g095_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.03125,0.015625,False,-0.015625
g095_closure_update,closure,a1.0_b1.2,1.0,1.2,1.734375,0.8125,False,0.7393
g095_closure_override,closure,a1.0_b0.9,1.0,0.9,2.40625,1.09375,False,1.03945
g095_exception_override,closure,a1.0_b1.2,1.0,1.2,2.46875,1.140625,False,1.067425
